user	item1	item2	rating	aspects	liked/disliked-aspects	comment
24	50	255	-1	similar content: romance	content	nan
24	310	41	-1	similar genre: Comedy	genre	nan
24	310	340	-1	similar genre: Comedy	genre	nan
24	310	85	1	nan	content	good music
24	310	73	1	nan	content	nan
24	310	100	1	nan	content	good music
24	456	771	-1	nan	content	nan
24	456	100	1	similar genre: Action, Adventure------similar content: action, adventure	genre	nan
24	456	231	-1	nan	content	nan
24	456	41	-1	similar genre: Adventure	genre	nan
24	456	85	-1	nan	content	nan
24	781	32	1	similar genre: Comedy	genre	nan
24	781	41	1	similar genre: Comedy	genre	nan
24	781	175	1	similar genre: Comedy	genre	nan
24	781	340	1	similar genre: Comedy	genre	nan
24	781	255	1	nan	genre	nan
24	344	771	-1	nan	content	nan
24	344	100	-1	similar genre: Adventure------similar content: England, adventure, based on a book	content	nan
24	344	231	-1	nan	content	nan
24	344	85	1	similar content: magic	content	nan
24	344	255	-1	nan	content	nan
17	321	419	-1	nan	content	nan
17	321	70	-1	similar content: inspirational, great soundtrack	content	nan
17	321	108	-1	nan	other	Different genre and content
17	321	220	-1	similar genre: Comedy	genre	nan
17	321	253	-1	similar content: drama, atmospheric, imdb top 250, music, great soundtrack	content	nan
17	67	419	-1	similar genre: Thriller	genre	nan
17	67	120	-1	similar genre: Drama, Thriller, Crime------similar content: ensemble cast	content	nan
17	67	410	-1	similar genre: Drama	genre	nan
17	67	220	-1	similar genre: Comedy------similar content: family	content	nan
17	67	255	-1	similar genre: Drama	genre	nan
17	72	195	-1	similar genre: Crime	genre	nan
17	72	419	-1	nan	genre	nan
17	72	598	-1	similar content: based on a book	genre	nan
17	72	440	-1	similar genre: Drama, Crime	content	nan
17	72	410	-1	similar genre: Drama	genre	nan
17	74	195	-1	nan	other	Different genre and content
17	74	45	-1	nan	other	Different genre and content
17	74	419	-1	similar content: action	genre	nan
17	74	410	-1	similar genre: Drama	genre	nan
17	74	220	-1	nan	other	Different genre and content
17	468	66	-1	similar genre: Drama------similar content: drama, Oscar (Best Actor), great acting, family, based on a book	content	nan
17	468	107	-1	similar content: Oscar Nominee: Best Picture, drama, family	genre	nan
17	468	341	-1	nan	content	nan
17	468	220	-1	similar content: family	genre	nan
17	468	255	-1	similar genre: Drama------similar content: Oscar Nominee: Best Picture	genre	nan
21	450	128	1	nan	genre	adventure
21	450	130	1	nan	content	magestic
21	450	5	1	nan	content	nan
21	450	75	-1	nan	content	dissilimar events
21	450	13	-1	nan	genre	nan
21	268	128	1	similar genre: Action------similar content: too long	genre, content	war
21	268	226	1	nan	content	survival
21	268	5	1	similar genre: Action------similar content: great soundtrack, Oscar Nominee: Best Picture, long, imdb top 250, too long	genre, content	war, violance
21	268	11	-1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, long	content	nan
21	268	46	-1	nan	genre	nan
21	74	226	1	nan	content, storyline	nan
21	74	653	1	nan	genre	nan
21	74	401	-1	nan	genre	nan
21	74	220	1	nan	content	nan
21	74	191	-1	similar content: action	content	nan
21	207	128	1	nan	content	oscar nominee
21	207	170	1	similar genre: Drama------similar content: drama	genre, content	nan
21	207	46	-1	nan	genre, content	nan
21	207	559	-1	similar content: Ben Affleck	content	nan
21	207	314	1	nan	genre, content	nan
21	341	128	1	similar genre: Adventure	genre	nan
21	341	170	1	similar genre: Adventure	genre, content	adventure, emotional
21	341	559	1	similar genre: Adventure	genre	nan
21	341	314	1	similar genre: Adventure	genre	nan
21	341	479	1	similar genre: Adventure	genre	nan
12	48	65	-1	nan	genre	nan
12	48	69	1	similar genre: Thriller	genre	nan
12	48	73	-1	similar genre: Action------similar content: action, predictable, thriller	content	nan
12	48	253	-1	similar genre:mystery, thriller	genre	nan
12	48	119	-1	similar genre:Thriller	genre	nan
12	305	2	1	similar genre: Drama------similar content: thought-provoking	content	nan
12	305	73	1	similar content: thought-provoking	content	nan
12	305	253	1	similar genre: Drama------similar content: thought-provoking	content	nan
12	305	85	1	similar genre: Thriller, Crime	genre	nan
12	305	9	-1	similar genre: Mystery	genre	nan
12	434	65	-1	similar genre: Drama, Crime------similar content: atmospheric, classic, violence, crime, imdb top 250	actor	nan
12	434	2	1	similar genre: Drama------similar content: long	content	nan
12	434	69	-1	similar genre: Drama, Thriller, Crime------similar content: 80s, atmospheric, overrated, crime	content	nan
12	434	9	-1	similar genre: Mystery	genre	nan
12	434	85	1	similar genre: Thriller, Crime	genre	nan
12	440	69	-1	similar genre: Drama, Thriller, Crime	genre	nan
12	440	9	-1	similar content: franchise	genre	nan
12	440	44	-1	similar genre: Action, Thriller	genre	nan
12	440	237	-1	similar genre: Action	genre	nan
12	440	85	-1	similar genre: Thriller, Crime	genre	nan
12	441	69	-1	similar genre: Thriller, Crime	genre	nan
12	441	9	-1	similar genre: Adventure------similar content: sequel	genre	nan
12	441	253	-1	similar genre: Thriller	genre	nan
12	441	85	-1	similar genre: Thriller, Crime	genre	nan
12	441	479	-1	similar genre: Adventure------similar content: cheesy	genre	nan
10	71	405	-1	similar genre: Science Fiction	genre	nan
10	71	406	-1	similar genre: Science Fiction	genre	nan
10	71	408	-1	similar genre: Science Fiction------similar content: sci-fi	genre	nan
10	71	409	1	similar genre: Science Fiction	content	nan
10	71	284	-1	similar content: funny, sci-fi, great soundtrack	genre	nan
10	72	32	-1	nan	genre	nan
10	72	336	-1	similar content: Sam Rockwell	genre	nan
10	72	405	-1	similar content: too long	genre	nan
10	72	406	-1	nan	genre	nan
10	72	215	-1	similar content: emotional, long	content	nan
10	81	65	-1	similar content: emotional, suicide, redemption	content	nan
10	81	119	-1	similar content: dark, New York City	content	nan
10	81	110	-1	similar content: funny, childish, emotional	genre	nan
10	81	207	-1	similar content: emotional	genre	nan
10	81	411	-1	similar genre: Action, Adventure------similar content: action	content	nan
10	212	69	-1	similar genre: Thriller	genre	nan
10	212	49	1	similar genre: Action, Science Fiction, Adventure------similar content: action, predictable, sci-fi, futuristic	content	nan
10	212	106	-1	similar content: predictable	genre	nan
10	212	2	1	similar genre: Science Fiction, Adventure------similar content: action, dystopia, sci-fi	content	nan
10	212	119	-1	similar content: based on a book	genre	nan
10	341	406	-1	similar genre: Adventure	genre	nan
10	341	407	-1	similar genre: Adventure	genre	nan
10	341	408	-1	similar genre: Adventure	genre	nan
10	341	409	-1	nan	content	nan
10	341	283	-1	similar genre: Adventure	genre	nan
16	439	2	-1	similar genre: Drama	content	nan
16	439	519	-1	nan	genre	nan
16	439	120	-1	similar genre: Action, Drama	genre	nan
16	439	221	-1	nan	genre	nan
16	439	94	-1	similar genre: Drama	content	nan
16	184	519	-1	similar content: soundtrack, predictable	genre	nan
16	184	11	-1	similar genre: Drama, Romance------similar content: romance, bittersweet, Oscar Nominee: Best Picture	genre	nan
16	184	109	-1	similar actor: Amy Adams------similar genre: Drama------similar content: soundtrack, Amy Adams, cheating, intelligent	content	nan
16	184	411	1	similar actor: Joaquin Phoenix------similar genre: Drama------similar content: Oscar Nominee: Best Picture, boring, Joaquin Phoenix	actor	nan
16	184	221	-1	similar content: beautiful, romance	genre	nan
16	444	519	-1	nan	genre	nan
16	444	221	-1	nan	genre	nan
16	444	120	-1	similar genre: Drama	genre	nan
16	444	2	-1	similar genre: Drama------similar content: drama	content	nan
16	444	94	-1	similar genre: Drama------similar content: drama	genre	nan
16	309	583	-1	similar genre: Drama	content	nan
16	309	588	-1	similar genre: Drama	content	nan
16	309	575	-1	similar genre: Drama	content	nan
16	309	571	-1	similar genre: Drama	content	nan
16	309	574	-1	similar genre: Drama	content	nan
16	709	2	-1	similar genre: Drama	content	nan
16	709	73	-1	nan	content	nan
16	709	11	-1	similar genre: Drama	genre	nan
16	709	120	-1	similar genre: Drama	genre	nan
16	709	411	-1	similar genre: Drama------similar content: Rome	genre	nan
25	299	283	-1	nan	genre	nan
25	299	497	-1	similar content: predictable	content	nan
25	299	183	-1	similar content: predictable	content	nan
25	299	411	-1	similar content: atmospheric	content	nan
25	299	149	-1	nan	genre,content	nan
25	438	100	-1	similar content: soundtrack, dialogue	content	nan
25	438	711	-1	nan	genre, content	nan
25	438	712	-1	nan	genre, content	nan
25	438	84	-1	similar content: epic	content	nan
25	438	221	-1	similar content: music	content	nan
25	184	6	1	similar content: romance, quirky, soundtrack, boring	content	nan
25	184	535	1	similar genre: Drama, Science Fiction------similar content: dystopia	genre	nan
25	184	526	1	similar content: romance	genre	nan
25	184	23	-1	similar content: predictable	content	nan
25	184	84	1	similar content: romance, bittersweet, predictable	content	nan
25	569	337	1	similar genre: Drama, Science Fiction	genre	nan
25	569	526	-1	nan	content	nan
25	569	183	1	similar genre: Science Fiction------similar content: sci-fi	genre	nan
25	569	283	1	similar genre: Science Fiction	genre	nan
25	569	349	1	nan	genre	nan
25	188	2	1	similar genre: Science Fiction------similar content: action, post-apocalyptic, dystopia, plot holes, adventure	genre	nan
25	188	99	1	similar content: based on a book	content	nan
25	188	18	-1	nan	content	nan
25	188	150	1	similar genre: Action, Thriller------similar content: action	genre	nan
25	188	283	1	similar genre: Action, Science Fiction------similar content: action	genre	nan
22	264	519	-1	similar content: family	genre	nan
22	264	234	-1	similar genre: Drama	genre	nan
22	264	715	1	similar genre: Mystery------similar content: visually appealing, mystery	genre	nan
22	264	175	-1	similar content: family	genre	nan
22	264	209	-1	similar genre: Drama------similar content: romance, visually appealing, nonlinear, slow, sad	genre	nan
22	40	70	-1	similar genre: Drama	genre	nan
22	40	102	-1	similar content: friendship	genre	nan
22	40	715	-1	similar genre: Adventure------similar content: comedy	genre	nan
22	40	88	-1	similar genre: Family	genre	nan
22	40	255	-1	similar content: love	genre	nan
22	184	519	-1	similar content: soundtrack, predictable	genre	nan
22	184	715	1	similar content: unrealistic, predictable	genre	nan
22	184	219	-1	similar genre: Romance	genre	nan
22	184	216	-1	nan	genre	nan
22	184	221	-1	similar content: beautiful, romance	genre	nan
22	569	100	-1	similar content: dialogue	genre	nan
22	569	715	-1	similar content: dialogue, cheesy, intellectual	genre	nan
22	569	175	-1	similar genre: Fantasy, Adventure	genre	nan
22	569	219	-1	similar genre: Fantasy, Adventure	genre	nan
22	569	216	-1	similar genre: Family, Adventure	genre	nan
22	330	66	-1	similar content: classic, great soundtrack	genre	nan
22	330	70	-1	similar content: great soundtrack	genre	nan
22	330	102	-1	similar content: great soundtrack	genre	nan
22	330	88	-1	similar genre: Family	genre	nan
22	330	255	-1	similar content: soundtrack	genre	nan
13	308	183	1	similar genre: Action, Adventure------similar content: fantasy	content	nan
13	308	177	-1	similar genre: Action------similar content: fantasy	content	nan
13	308	215	1	similar genre: Action, Adventure	genre	nan
13	308	120	-1	similar genre: Action	genre	nan
13	308	284	1	similar genre: Action, Fantasy, Adventure	genre	nan
13	442	129	-1	similar genre: Action, Adventure	genre	nan
13	442	130	-1	similar genre: Action, Adventure------similar content: action	genre	nan
13	442	5	-1	similar genre: Action, Adventure------similar content: action	genre	nan
13	442	1	-1	similar genre: Action------similar content: action	content	nan
13	442	69	-1	nan	genre	nan
13	319	1	-1	nan	genre	nan
13	319	407	-1	similar genre: Adventure	genre	nan
13	319	183	1	similar genre: Adventure------similar content: fantasy, predictable	content	nan
13	319	284	-1	similar genre: Fantasy, Adventure	genre	nan
13	319	69	1	similar content: cinematography, political	content	nan
13	456	1	-1	similar genre: Action------similar content: action	genre	nan
13	456	5	-1	similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, adventure	genre	nan
13	456	177	1	similar genre: Action------similar content: action, fantasy	content	nan
13	456	120	1	similar genre: Action------similar content: action	genre	nan
13	456	69	-1	nan	genre	nan
13	761	1	-1	nan	genre	nan
13	761	69	-1	similar content: visually appealing	content	nan
13	761	177	-1	similar content: fantasy	content	nan
13	761	183	1	similar genre: Adventure------similar content: visually appealing, fantasy	content	nan
13	761	120	-1	nan	genre	nan
23	707	129	1	nan	content	nan
23	707	130	1	nan	content	nan
23	707	5	1	similar content: music, classic	content	nan
23	707	73	-1	similar content: music	genre	nan
23	707	11	-1	similar content: music, classic	genre	nan
23	456	71	-1	nan	genre	nan
23	456	137	-1	nan	genre	nan
23	456	302	-1	nan	genre	nan
23	456	111	-1	similar content: fantasy	genre	nan
23	456	220	-1	similar genre: Adventure	genre	nan
23	330	129	-1	similar genre: Adventure------similar content: great soundtrack	genre	nan
23	330	5	-1	similar genre: Adventure------similar content: classic, great soundtrack	genre	nan
23	330	130	-1	similar genre: Adventure------similar content: great soundtrack	genre	nan
23	330	178	-1	similar content: classic	genre	nan
23	330	376	-1	similar genre: Family------similar content: Disney	genre	nan
23	718	129	-1	similar genre: Adventure------similar content: great soundtrack	genre	nan
23	718	130	-1	similar genre: Adventure------similar content: great soundtrack	genre	nan
23	718	5	-1	similar genre: Adventure------similar content: great soundtrack	genre	nan
23	718	73	-1	similar genre: Adventure------similar content: soundtrack, great soundtrack	genre	nan
23	718	11	-1	nan	genre	nan
23	211	129	-1	similar genre: Action, Adventure------similar content: long, based on a book	content	nan
23	211	130	-1	similar genre: Action, Adventure------similar content: action, based on a book	content	nan
23	211	5	-1	similar genre: Action, Adventure------similar content: action, long, based on a book	content	nan
23	211	137	-1	similar content: strong female lead, based on a book	genre	nan
23	211	111	-1	similar content: plot holes, dystopia, predictable	genre	nan
4	64	130	-1	similar genre: Adventure------similar content: adventure	genre, content	nan
4	64	129	-1	similar genre: Adventure------similar content: adventure	genre, content	nan
4	64	183	-1	similar genre: Adventure	content	nan
4	64	120	-1	nan	genre, content	nan
4	64	191	-1	similar genre: Adventure------similar content: comedy, adventure	genre	nan
4	450	130	-1	nan	genre	nan
4	450	5	-1	nan	genre	nan
4	450	129	-1	nan	genre	nan
4	450	177	-1	nan	content	nan
4	450	120	-1	nan	content	nan
4	69	200	-1	similar genre: Drama, Thriller	content	nan
4	69	173	-1	similar genre: Drama------similar content: cinematography	genre	nan
4	69	174	-1	nan	genre	nan
4	69	181	-1	nan	genre	nan
4	69	182	-1	similar content: visually appealing	genre	nan
4	268	129	1	similar genre: Action------similar content: dialogue, great soundtrack, Oscar Nominee: Best Picture, long, tense	Oscar Nominee	nan
4	268	130	1	similar genre: Action------similar content: too long, Oscar Nominee: Best Picture, war, great soundtrack	Oscar Nominee	nan
4	268	5	1	similar genre: Action------similar content: great soundtrack, Oscar Nominee: Best Picture, long, imdb top 250, too long	Oscar Nominee	nan
4	268	175	-1	nan	genre	nan
4	268	183	-1	similar genre: Action------similar content: visually appealing, Bechdel Test:Fail, war	content	nan
4	717	129	-1	similar genre: Adventure------similar content: romance	genre	nan
4	717	130	-1	similar genre: Adventure	genre	nan
4	717	5	-1	similar genre: Adventure------similar content: romance	genre	nan
4	717	120	-1	similar actor: Christian Bale	content	nan
4	717	190	-1	nan	genre, content	nan
14	319	65	-1	similar content: slow	content	I dislike slow movies
14	319	10	1	similar content: cinematography, acting, predictable	content	I like movies with good acting
14	319	207	1	nan	content	I like family content movies
14	319	250	1	similar content: characters	content	nan
14	319	253	1	nan	content	I like content that are based on book
14	72	344	1	similar genre: Fantasy------similar content: based on a book	contemt	based on a book
14	72	346	1	similar genre: Fantasy------similar content: based on a book	contemt	based on a book
14	72	347	1	similar genre: Fantasy------similar content: long, based on a book	contemt	based on a book
14	72	349	1	similar genre: Fantasy------similar content: based on a book	contemt	based on a book
14	72	350	1	similar genre: Fantasy------similar content: based on a book	contemt	based on a book
14	760	65	1	similar content: based on a book	content	based on a book
14	760	99	1	similar content: based on a book	content	nan
14	760	74	1	similar content: action, based on a book	content	nan
14	760	140	1	similar content: based on a book	content	nan
14	760	125	1	nan	content	Action content
14	345	65	1	similar content: plot twist, atmospheric, great acting, based on a book	content	nan
14	345	99	1	similar content: great acting, based on a book	content	nan
14	345	74	1	similar content: dark, plot twist, atmospheric, great acting, based on a book	content	nan
14	345	140	1	similar content: based on a book	content	nan
14	345	125	1	similar content: great acting	content	nan
14	95	10	-1	similar content: dark	content	nan
14	95	140	1	similar content: based on a book	content	nan
14	95	125	1	nan	content	family
14	95	309	1	nan	content	winning
14	95	253	1	similar content: based on book, based on a book	content	nan
5	329	73	-1	similar content: music, great soundtrack	content	nan
5	329	207	-1	nan	genre	nan
5	329	210	-1	similar genre: Fantasy	content	nan
5	329	149	-1	nan	genre	nan
5	329	217	-1	similar content: Oscar (Best Music - Original Song), music, great soundtrack	content	nan
5	77	8	-1	similar content: visually stunning, strong female lead	genre	nan
5	77	44	-1	similar genre: Comedy	content	nan
5	77	215	1	similar genre: Adventure------similar content: childish, humor	genre	nan
5	77	217	-1	similar content: social commentary	content	nan
5	77	218	1	similar genre: Comedy, Animation, Adventure, Family------similar content: funny, childish, animation, talking animals	genre	nan
5	717	11	1	similar genre: Romance------similar content: romance	content	nan
5	717	73	1	similar genre: Adventure------similar content: soundtrack	genre	nan
5	717	44	-1	nan	content	nan
5	717	210	-1	nan	content	nan
5	717	149	-1	nan	genre	nan
5	720	11	-1	nan	genre	nan
5	720	8	-1	similar content: science	genre	nan
5	720	44	-1	similar genre: Comedy	content	nan
5	720	210	-1	nan	content	nan
5	720	215	1	similar content: time machine, time travel	content	nan
5	341	231	-1	similar content: small town	genre	nan
5	341	44	-1	similar genre: Comedy	content	nan
5	341	210	-1	nan	genre	nan
5	341	217	-1	similar content: emotional	content	nan
5	341	218	1	similar genre: Comedy, Animation, Adventure, Family------similar content: animation, comedy, Pixar	genre	nan
6	696	171	1	similar content: drama	content	nan
6	696	279	1	similar genre: Drama	genre	nan
6	696	178	1	similar content: drama, philosophical, thought-provoking	content	nan
6	696	210	1	similar content: philosophical, thought-provoking	content	nan
6	696	255	1	similar genre: Drama	genre	nan
6	569	171	1	nan	content	nan
6	569	13	1	similar genre: Drama------similar content: suspense	content	nan
6	569	178	1	similar genre: Science Fiction------similar content: intelligent, philosophical, philosophy, thought-provoking, sci-fi	genre	nan
6	569	210	1	similar content: dialogue, sci-fi, philosophy, philosophical, thought-provoking	content	nan
6	569	179	1	nan	content	nan
6	187	65	1	similar genre: Drama------similar content: beautiful, adapted from:book, hope, based on a book	content	nan
6	187	263	1	similar genre: Drama------similar content: cinematography, based on a book	content	nan
6	187	247	1	similar genre: Drama------similar content: dance, New York City, stylized, cinematography	content	nan
6	187	250	-1	similar content: dance, stylized, stylish	content	nan
6	187	253	1	similar genre: Drama------similar content: based on a book	content	nan
6	189	2	-1	similar genre: Drama------similar content: boring	content	nan
6	189	99	1	similar director: Martin Scorsese------similar genre: Drama, Crime------similar content: New York City, Martin Scorsese, prostitution, social commentary	genre	nan
6	189	13	1	similar genre: Drama------similar content: social commentary, psychopath	content	nan
6	189	210	1	similar content: dark, social commentary, imdb top 250, vigilantism	content	nan
6	189	255	1	similar genre: Drama	content	nan
6	321	289	-1	similar content: beautifully filmed	content	nan
6	321	171	1	similar content: beautiful, whimsical, magic, imagination, coming of age	content	nan
6	321	263	1	similar content: cinematography, atmospheric	content	nan
6	321	279	1	similar genre: Comedy------similar content: visually appealing, surreal, comedy, cinematography	content	nan
6	321	71	1	similar content: beautiful, cute, love, great soundtrack, sweet	content	nan
15	66	523	1	similar genre: Comedy------similar content: boring, comedy, friendship	content	nan
15	66	527	-1	nan	genre	nan
15	66	531	1	similar genre: Comedy------similar content: funny, americana, based on a book, great soundtrack, adventure	content	nan
15	66	402	-1	similar genre: Comedy------similar content: funny	genre,content	nan
15	66	542	-1	similar genre: Comedy	genre	nan
15	67	544	-1	similar genre: Comedy	genre	nan
15	67	527	1	similar content: dialogue	content	nan
15	67	338	1	similar content: plot twist	content	nan
15	67	435	-1	similar genre: Drama	genre	nan
15	67	542	1	similar genre: Comedy, Thriller, Crime	genre	nan
15	73	522	1	similar genre: Adventure	genre	nan
15	73	402	1	similar content: clever, plot twist, original plot, predictable, suspense	content	nan
15	73	531	1	similar genre: Adventure------similar content: soundtrack, great soundtrack	genre,content	nan
15	73	539	1	similar genre: Action------similar content: cinematography, surreal, soundtrack, fantasy, music	content	nan
15	73	533	1	similar genre: Action------similar content: action, visually appealing, great soundtrack	content	nan
15	720	435	1	similar content: future	content	nan
15	720	525	-1	nan	content	nan
15	720	84	-1	nan	content	fantasy setting
15	720	120	-1	nan	content	fantasy setting
15	720	190	-1	nan	content	nan
15	83	435	1	nan	content	dealing with loss
15	83	338	1	similar genre: Adventure------similar content: predictable	genre	nan
15	83	250	-1	nan	genre	nan
15	83	542	1	similar genre: Comedy, Adventure------similar content: predictable, music	genre,content	nan
15	83	543	-1	nan	content	nan
19	713	129	-1	nan	genre	Action
19	713	130	-1	nan	genre	fantasy
19	713	614	-1	nan	genre	animation
19	713	73	1	similar genre: Science Fiction------similar content: predictable, sci-fi	genre	nan
19	713	177	1	similar genre: Thriller------similar content: predictable	genre	nan
19	331	129	-1	nan	content	nan
19	331	66	-1	nan	content	nan
19	331	130	-1	nan	content	nan
19	331	109	-1	nan	genre	nan
19	331	177	1	similar genre: Thriller	genre	nan
19	674	129	-1	nan	genre	fantasy
19	674	66	-1	nan	genre	nan
19	674	614	-1	nan	genre	animation
19	674	109	-1	nan	genre	nan
19	674	239	1	similar content: horror	genre	nan
19	336	66	-1	nan	genre	nan
19	336	646	-1	nan	genre	nan
19	336	170	-1	similar genre: Adventure	contnet	nan
19	336	13	-1	nan	genre	nan
19	336	109	-1	nan	genre	nan
19	337	66	-1	similar genre: Drama------similar content: adventure	content	nan
19	337	646	-1	similar genre: Drama	content	nan
19	337	170	1	similar genre: Drama, Adventure------similar content: adventure	genre	nan
19	337	109	-1	similar genre: Drama	content	nan
19	337	119	-1	similar genre: Drama	content	nan
1	332	2	1	similar genre: Science Fiction, Adventure	Genre	nan
1	332	5	1	similar genre: Action, Adventure------similar content: based on a book	Genre	nan
1	332	6	1	similar genre: Action, Adventure	Genre	nan
1	332	10	1	nan	Genre	nan
1	332	13	1	similar content: based on a book	Content	nan
1	210	1	1	similar genre: Action------similar content: based on a comic, dark, action, philosophical, thought-provoking	genre	nan
1	210	4	1	nan	genre	nan
1	210	17	1	similar genre: Fantasy	genre	nan
1	210	26	1	nan	genre	nan
1	210	30	1	similar content: England	content	nan
1	227	1	1	similar genre: Drama	genre	nan
1	227	2	1	similar genre: Drama, Adventure------similar content: visually appealing	genre	nan
1	227	5	1	similar genre: Fantasy, Adventure------similar content: cgi, awesome soundtrack, based on a book	genre	nan
1	227	6	1	similar genre: Fantasy, Adventure	genre	nan
1	227	10	1	similar genre: Drama	genre	nan
1	91	32	1	similar content: conspiracy, conspiracy theory	content	nan
1	91	36	1	nan	genre	nan
1	91	1	1	nan	genre	nan
1	91	9	1	similar content: based on a book	content	nan
1	91	42	1	nan	genre	nan
1	357	1	1	similar genre: Drama	genre	nan
1	357	5	1	similar genre: Fantasy, Adventure------similar content: based on a book	genre	nan
1	357	6	1	similar genre: Fantasy, Adventure	genre	nan
1	357	10	1	similar genre: Drama	genre	nan
1	357	13	1	similar genre: Drama------similar content: based on a book	genre	nan
9	576	107	1	similar content: romance	content	nan
9	576	110	1	similar genre: Drama	genre	nan
9	576	23	1	nan	content	soundtrack
9	576	183	1	nan	content	sound
9	576	69	1	similar genre: Drama	genre	nan
9	194	65	1	similar genre: Drama	genre	nan
9	194	99	1	similar genre: Drama	genre	nan
9	194	69	1	similar genre: Drama	genre	nan
9	194	23	-1	nan	content	nan
9	194	350	-1	nan	genre	nan
9	454	99	1	similar genre: Drama, Comedy------similar content: long	genre	nan
9	454	69	1	similar genre: Drama------similar content: comedy	genre	nan
9	454	183	1	nan	content	sround, music
9	454	10	1	similar genre: Drama	genre	nan
9	454	120	1	similar genre: Drama------similar content: imdb top 250	genre	imdb top 250
9	86	8	-1	nan	content	nan
9	86	10	1	similar content: clever	content	nan
9	86	183	-1	nan	genre	nan
9	86	253	1	similar content: classic, based on a book	content	based on a book
9	86	350	1	similar content: based on a book	content	based on a book
9	604	183	-1	nan	genre	nan
9	604	110	1	similar actor: Bill Hader------similar genre: Comedy------similar content: coming of age, funny, comedy, teenager	actor	nan
9	604	99	1	similar actor: Jonah Hill------similar genre: Comedy------similar content: Jonah Hill	content	nan
9	604	83	1	similar genre: Comedy	genre	but one is animated classic
9	604	350	1	similar content: school	content	school
11	72	435	-1	similar genre: Drama------similar content: emotional	content	nan
11	72	218	-1	similar genre: Fantasy	genre	nan
11	72	347	-1	similar genre: Fantasy------similar content: long, based on a book	content	nan
11	72	348	-1	similar genre: Fantasy------similar content: based on a book	content	nan
11	72	350	-1	similar genre: Fantasy------similar content: based on a book	content	nan
11	760	65	-1	similar content: based on a book	content	nan
11	760	148	-1	similar content: based on a book	content	nan
11	760	119	-1	similar content: based on a book	content	nan
11	760	440	-1	nan	content	nan
11	760	410	1	similar genre: Adventure, Family	genre	nan
11	344	148	-1	similar content: based on a book	genre	nan
11	344	117	1	similar genre: Adventure------similar content: adventure	genre	nan
11	344	440	-1	similar content: franchise	content	nan
11	344	441	-1	similar genre: Adventure	content	nan
11	344	410	1	similar genre: Adventure	content	nan
11	345	65	-1	similar content: plot twist, atmospheric, great acting, based on a book	content	nan
11	345	148	-1	similar content: based on a book	genre	nan
11	345	119	-1	similar content: soundtrack, atmospheric, based on a book, dark, epic	content	nan
11	345	440	-1	similar content: franchise	content	nan
11	345	410	1	similar genre: Adventure	genre	nan
11	346	148	-1	similar content: romance, based on a book	content	nan
11	346	117	1	similar genre: Adventure------similar content: adventure	genre	nan
11	346	440	-1	similar content: franchise	content	nan
11	346	217	-1	similar content: romance, based on a book	content	nan
11	346	410	1	similar genre: Adventure	genre	nan
7	192	298	1	similar genre: Drama	genre	nan
7	192	13	1	similar genre: Drama	genre	nan
7	192	307	-1	nan	genre	drama
7	192	309	1	similar genre: Drama------similar content: Oscar (Best Directing), World War II, war, Nazis	content	nan
7	192	221	1	similar content: romance	content	nan
7	65	294	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, atmospheric	content	nan
7	65	295	1	similar genre: Drama------similar content: beautiful, bittersweet, great soundtrack, Oscar Nominee: Best Picture, based on a book	content	nan
7	65	307	-1	similar content: violence	content	nan
7	65	308	1	similar content: twist ending	content	nan
7	65	297	1	similar genre: Crime	genre	nan
7	450	5	1	nan	content	children adventure
7	450	294	-1	nan	other	no similarity
7	450	302	-1	nan	other	no similarity
7	450	13	-1	nan	other	no similarity
7	450	308	1	nan	content	fantasy
7	67	294	1	similar genre: Drama------similar content: visually appealing	content	nan
7	67	11	1	similar genre: Drama	genre	nan
7	67	210	1	similar genre: Thriller------similar content: visually appealing, dialogue	content	nan
7	67	308	1	nan	genre	drama
7	67	221	-1	nan	other	no similarity
7	584	69	1	similar genre: Drama	genre	nan
7	584	13	1	similar genre: Drama	genre	nan
7	584	49	1	similar content: Oscar Nominee: Best Picture, racism, white savior, preachy	content	nan
7	584	83	-1	nan	content	inspirational
7	584	71	1	similar content: inspirational	content	nan
3	586	128	-1	similar content: based on a book	content	nan
3	586	129	-1	similar content: stylized, long, based on a book	genre	nan
3	586	130	-1	similar content: slow, based on a book	genre	nan
3	586	5	-1	similar content: stylized, slow, long, based on a book	genre	nan
3	586	49	-1	similar content: cinematography, long	genre	nan
3	332	137	-1	similar content: based on a book	genre	nan
3	332	143	-1	similar genre: Action	genre	nan
3	332	149	-1	nan	genre	nan
3	332	119	-1	similar content: based on a book	genre	nan
3	332	121	-1	similar content: based on a book	genre	nan
3	462	128	-1	similar content: based on a book	genre	nan
3	462	129	-1	similar content: atmospheric, based on a book	genre	nan
3	462	130	-1	similar content: atmospheric, based on a book	genre	nan
3	462	5	-1	similar content: classic, atmospheric, based on a book	genre	nan
3	462	49	-1	nan	genre	nan
3	468	128	-1	similar content: based on a book	genre	nan
3	468	129	-1	similar content: Oscar Nominee: Best Picture, imdb top 250, based on a book	genre	nan
3	468	130	-1	similar content: Oscar Nominee: Best Picture, based on a book	genre	nan
