user	item	timestamp	label	aspects	liked/disliked-aspects	comment
2	185	-2-	3	director: Sidney Lumet------actor: Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman------genre: Drama------content: good dialogue, thought-provoking, social commentary, group psychology, classic	actor	nan
2	719	-2-	5	director: Kevin Lima, Chris Buck------actor: Tony Goldwyn, Minnie Driver, Glenn Close, Alex D. Linz, Rosie O'Donnell------genre: Adventure, Animation, Drama, Family------content: Disney, Phil Collins, animation, 2D Disney Animation, good soundtrack	director	nan
8	614	-2-	3	director: Tim Burton------actor: Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover------genre: Family, Fantasy, Adventure------content: Johnny Depp, Tim Burton, visually appealing, alternate reality, Helena Bonham Carter	Genre	nan
8	401	-2-	2	director: Peyton Reed------actor: Paul Rudd, Michael Douglas, Evangeline Lilly, Bobby Cannavale, Corey Stoll------genre: Science Fiction, Action, Adventure------content: superhero, Marvel, sci-fi, Paul Rudd, heist	Content	nan
8	618	-2-	1	director: Daniel Barnz------actor: Alex Pettyfer, Vanessa Hudgens, Mary-Kate Olsen, LisaGay Hamilton, Neil Patrick Harris------genre: Drama, Fantasy, Romance------content: Beauty and the Beast	Content	nan
8	494	-2-	4	director: Peter Jackson------actor: Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Evangeline Lilly------genre: Adventure, Fantasy, Action------content: adventure, fantasy, dragon, too long, Tolkien	Genre	nan
8	495	-2-	4	director: Shane Black------actor: Robert Downey Jr., Gwyneth Paltrow, Guy Pearce, Don Cheadle, Rebecca Hall------genre: Action, Adventure, Science Fiction------content: Robert Downey Jr., superhero, Marvel, action, robots	Content	nan
20	337	-2-	4	director: Jon Watts------actor: Tom Holland, Michael Keaton, Marisa Tomei, Jacob Batalon, Tony Revolori------genre: Action, Adventure, Science Fiction, Drama------content: Marvel, spider-man, superhero, humour, MCU	content	nan
20	338	-2-	4	director: Jon Watts------actor: Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei, Jon Favreau------genre: Action, Adventure, Science Fiction------content: Marvel, plot twist, Spiderman, tom holland, technology	content	nan
20	213	-2-	3	director: Robert Schwentke------actor: Shailene Woodley, Theo James, Zoë Kravitz, Miles Teller, Jeff Daniels------genre: Adventure, Science Fiction, Action, Mystery------content: dystopia, future tech, Shailene Woodley, predictable, unexplained	content	nan
20	733	-2-	4	director: Bryan Singer------actor: Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen------genre: Adventure, Action, Science Fiction, Thriller------content: superhero, comic book, Marvel, sci-fi, action	actor	nan
20	101	-2-	4	director: Alex Proyas------actor: Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell, Bruce Greenwood------genre: Action, Science Fiction------content: artificial intelligence, robots, Will Smith, futuristic, Isaac Asimov	content	nan
18	338	-2-	3	director: Jon Watts------actor: Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei, Jon Favreau------genre: Action, Adventure, Science Fiction------content: Marvel, plot twist, Spiderman, tom holland, technology	actor, genre	nan
18	215	-2-	4	director: Anthony Russo, Joe Russo------actor: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson------genre: Adventure, Science Fiction, Action------content: superhero, time travel, MCU, epic battle, Marvel	director , actor, genre, content	nan
18	88	-2-	5	director: Nick Cassavetes------actor: Rachel McAdams, Ryan Gosling, Gena Rowlands, James Garner, Sam Shepard------genre: Romance, Drama------content: romance, Ryan Gosling, Rachel McAdams, sentimental, predictable	actor, genre	nan
18	733	-2-	4	director: Bryan Singer------actor: Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen------genre: Adventure, Action, Science Fiction, Thriller------content: superhero, comic book, Marvel, sci-fi, action	actor, genre	nan
18	231	-2-	5	director: Thea Sharrock------actor: Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle------genre: Drama, Romance------content: romance, Emilia Clarke, love, tear jerker, wheelchair	actor, genre, content, music	nan
18	241	-2-	5	director: Jon M. Chu------actor: Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu------genre: Comedy, Drama, Romance------content: romantic comedy, Asian culture, wealth, visually appealing, romance	genre, content	nan
18	764	-2-	5	director: Susan Johnson------actor: Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Madeleine Arthur------genre: Comedy, Romance------content: romance, teenager, fake relationsip, high school, sibling relationship	actor, genre, content, music	nan
24	620	-2-	4	director: Burr Steers------actor: Zac Efron, Leslie Mann, Matthew Perry, Michelle Trachtenberg, Allison Miller------genre: Comedy------content: Zac Efron, high school, Matthew Perry, being a kid again, geeks	actor, genre	nan
24	494	-2-	4	director: Peter Jackson------actor: Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Evangeline Lilly------genre: Adventure, Fantasy, Action------content: adventure, fantasy, dragon, too long, Tolkien	content	nan
24	239	-2-	3	director: Stephen Sommers------actor: Brendan Fraser, Rachel Weisz, John Hannah, Oded Fehr, Arnold Vosloo------genre: Adventure, Action, Fantasy------content: archaeology, treasure, Brendan Fraser, adventure, mummy	genre	nan
24	242	-2-	4	director: Ivan Reitman------actor: Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig------genre: Comedy, Romance------content: Natalie Portman, Ashton Kutcher, cute, chick flick, romantic comedy	actor, genre	nan
24	628	-2-	4	director: Damon Santostefano------actor: Selena Gomez, Drew Seeley, Jane Lynch, Katharine Isabelle, Emily Perkins------genre: Music, Comedy------content: cinderella, high school	actor, genre	nan
24	629	-2-	4	director: Yann Samuell------actor: Elisha Cuthbert, Jesse Bradford, Austin Basis, Chris Sarandon, Jay Patterson------genre: Comedy, Romance------content: remake	genre	nan
24	635	-2-	3	director: Blake Edwards------actor: Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen, Martin Balsam------genre: Comedy, Drama, Romance------content: Audrey Hepburn, classic, new york, romance, bittersweet	content	nan
17	99	-2-	5	director: Martin Scorsese------actor: Leonardo DiCaprio, Jonah Hill, Margot Robbie, Rob Reiner, Kyle Chandler------genre: Crime, Drama, Comedy------content: Leonardo DiCaprio, Martin Scorsese, based on a true story, Nudity (Full Frontal), drugs	content	nan
17	273	-2-	4	director: Martin McDonagh------actor: Woody Harrelson, Frances McDormand, Sam Rockwell, John Hawkes, Abbie Cornish------genre: Crime, Drama------content: black humor, black comedy, Frances McDormand, social commentary, Sam Rockwell	genre	nan
17	111	-2-	4	director: Peter Weir------actor: Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Ed Harris------genre: Comedy, Drama------content: social commentary, dark comedy, Jim Carrey, dystopia, alternate reality	actor	nan
17	112	-2-	3	director: Alex Garland------actor: Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Corey Johnson------genre: Drama, Science Fiction------content: artificial intelligence, philosophical, sci-fi, AI, plot twist	genre	nan
17	247	-2-	3	director: Darren Aronofsky------actor: Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder------genre: Drama, Thriller, Horror------content: psychological, Natalie Portman, atmospheric, dark, surreal	genre	nan
17	508	-2-	5	director: Damien Chazelle------actor: Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell------genre: Drama, Music------content: music, tense, good acting, jazz, psychological	genre	nan
17	254	-2-	4	director: Sam Mendes------actor: Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari------genre: Drama------content: dark comedy, thought-provoking, social commentary, Kevin Spacey, surrealism	actor	nan
21	272	-2-	3	director: Thomas Vinterberg------actor: Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold------genre: Drama------content: painful to watch, Mads Mikkelsen, excellent acting, hard to watch, intense	content	nan
21	98	-2-	3	director: David Fincher------actor: Brad Pitt, Cate Blanchett, Julia Ormond, Faune Chambers, Elias Koteas------genre: Fantasy, Drama, Thriller, Mystery, Romance------content: Brad Pitt, philosophical, original plot, touching, cinematography	storyline	nan
21	743	-2-	3	director: Chris Sanders, Dean DeBlois------actor: Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald------genre: Animation, Family------content: Disney, aliens, family, Hawaii, animation	genre	animation
21	107	-2-	4	director: Pete Docter------actor: Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo------genre: Animation, Comedy, Family, Adventure------content: Pixar, adventure, touching, computer animation, friendship	content	nan
21	758	-2-	4	director: Michael Apted------actor: Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Gary Sweet------genre: Adventure, Family, Fantasy------content: magic, based on a book, narnia, alternate reality, dragons	genre	nan
21	248	-2-	4	director: Martin Brest------actor: Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman------genre: Drama------content: Al Pacino, great acting, Oscar (Best Actor), blindness, atmospheric	genre	nan
21	251	-2-	3	director: Adam Elliot------actor: Toni Collette, Philip Seymour Hoffman, Eric Bana, Barry Humphries, Bethany Whitmore------genre: Animation, Comedy, Drama------content: touching, friendship, mental illness, dark comedy, animation	content	friendship
12	606	-2-	1	director: Justin Lin------actor: Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster, John Ortiz------genre: Action, Crime, Drama, Thriller------content: cars, franchise, Vin Diesel, Paul Walker	genre and content	nan
12	103	-2-	2	director: Doug Liman------actor: Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox------genre: Action, Drama, Mystery, Thriller------content: Matt Damon, espionage, action, spy, thriller	genre	nan
12	104	-2-	2	director: Paul Greengrass------actor: Matt Damon, Julia Stiles, David Strathairn, Scott Glenn, Paddy Considine------genre: Action, Drama, Mystery, Thriller------content: espionage, action, spy thriller, Matt Damon, twist ending	content	nan
12	105	-2-	3	director: Paul Greengrass------actor: Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban------genre: Action, Drama, Thriller------content: espionage, Matt Damon, spy, realistic action, action	genre and content	nan
12	616	-2-	2	director: Ron Howard------actor: Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan, Sidse Babett Knudsen------genre: Mystery, Thriller, Drama------content: Tom Hanks, italy, based on novel or book, europe, murder	content	nan
12	617	-2-	2	director: Ron Howard------actor: Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino------genre: Thriller, Mystery------content: conspiracy theory, Tom Hanks, mystery, secrets, thriller	content	nan
12	126	-2-	3	director: Francis Ford Coppola------actor: Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach------genre: Crime, Drama, Thriller------content: Al Pacino, mafia, organized crime, Francis Ford Coppola, Sophia Coppola	genre and content	nan
10	743	-2-	4	director: Chris Sanders, Dean DeBlois------actor: Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald------genre: Animation, Family------content: Disney, aliens, family, Hawaii, animation	genre	nan
10	39	-2-	3	director: Colin Trevorrow------actor: Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Omar Sy------genre: Action, Adventure, Science Fiction, Thriller------content: dinosaurs, adventure, Chris Pratt, sci-fi, cliche	actor	nan
10	495	-2-	4	director: Shane Black------actor: Robert Downey Jr., Gwyneth Paltrow, Guy Pearce, Don Cheadle, Rebecca Hall------genre: Action, Adventure, Science Fiction------content: Robert Downey Jr., superhero, Marvel, action, robots	actor	nan
10	499	-2-	4	director: Joss Whedon------actor: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson------genre: Action, Adventure, Science Fiction------content: superhero, Marvel, artificial intelligence, action, comic book	actor	nan
10	340	-2-	5	director: Chris Columbus------actor: Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard------genre: Comedy, Family, Adventure, Crime------content: Christmas, family, funny, Macaulay Culkin, sequel	genre	nan
10	508	-2-	1	director: Damien Chazelle------actor: Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell------genre: Drama, Music------content: music, tense, good acting, jazz, psychological	genre	nan
10	254	-2-	1	director: Sam Mendes------actor: Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari------genre: Drama------content: dark comedy, thought-provoking, social commentary, Kevin Spacey, surrealism	content	nan
16	481	-2-	3	director: Aaron Sorkin------actor: Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong------genre: Crime, Drama------content: poker, courtroom, smart, biographical, based on a true story	content	nan
16	98	-2-	2	director: David Fincher------actor: Brad Pitt, Cate Blanchett, Julia Ormond, Faune Chambers, Elias Koteas------genre: Fantasy, Drama, Thriller, Mystery, Romance------content: Brad Pitt, philosophical, original plot, touching, cinematography	genre	nan
16	111	-2-	3	director: Peter Weir------actor: Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Ed Harris------genre: Comedy, Drama------content: social commentary, dark comedy, Jim Carrey, dystopia, alternate reality	content	nan
16	374	-2-	4	director: Todd Douglas Miller------actor: Neil Armstrong, Buzz Aldrin, Michael Collins, Walter Cronkite, Bruce McCandless II------genre: Documentary, History------content: archive footage, space, documentary, moon, Apollo 11	content	nan
16	127	-2-	1	director: Moustapha Akkad------actor: Anthony Quinn, Rod Steiger, Oliver Reed, Irene Papas, Raf Vallone------genre: Action, History, War------content: libya	content	nan
16	766	-2-	4	director: Tom Hooper------actor: Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts, Ben Whishaw, Sebastian Koch------genre: Drama------content: transgender, lgbt, Eddie Redmayne, 1920s, mtf	genre	nan
16	511	-2-	1	director: James Mangold------actor: Christian Bale, Matt Damon, Caitriona Balfe, Josh Lucas, Noah Jupe------genre: Drama, History------content: racing, true story, cars, Christian Bale, Matt Damon	content	nan
25	269	-2-	5	director: Michel Gondry------actor: Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood------genre: Science Fiction, Drama, Romance------content: surreal, thought-provoking, nonlinear, bittersweet, Jim Carrey	genre	nan
25	98	-2-	4	director: David Fincher------actor: Brad Pitt, Cate Blanchett, Julia Ormond, Faune Chambers, Elias Koteas------genre: Fantasy, Drama, Thriller, Mystery, Romance------content: Brad Pitt, philosophical, original plot, touching, cinematography	genre,content	nan
25	485	-2-	1	director: Paul Verhoeven------actor: Sharon Stone, Jeanne Tripplehorn, Michael Douglas, George Dzundza, Denis Arndt------genre: Thriller, Mystery------content: erotic, Sharon Stone, suspense, Erotic Thriller, Notable Nudity	content	nan
25	747	-2-	3	director: Tommy Wirkola------actor: Noomi Rapace, Marwan Kenzari, Christian Rubeck, Willem Dafoe, Glenn Close------genre: Science Fiction, Thriller, Drama, Mystery------content: population control, Noomi Rapace, overpopulation, nonsensical, Willem Dafoe	genre	nan
25	111	-2-	4	director: Peter Weir------actor: Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Ed Harris------genre: Comedy, Drama------content: social commentary, dark comedy, Jim Carrey, dystopia, alternate reality	genre	nan
25	373	-2-	3	director: James Wan------actor: Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye, Leigh Whannell------genre: Horror, Thriller------content: supernatural, ghosts, scary, demons, cliche	genre	nan
25	380	-2-	1	director: Mike Flanagan------actor: Kate Siegel, John Gallagher Jr., Samantha Sloyan, Michael Trucco, Emilia Graves------genre: Horror, Thriller------content: suspense, clever, horror, thriller, deafness	content	nan
22	83	-2-	4	director: Lee Unkrich------actor: Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor------genre: Animation, Family, Comedy, Adventure, Fantasy------content: music, colorful, Pixar, family, animation	genre, actor, content	nan
22	341	-2-	4	director: John Lasseter------actor: Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy, Tony Shalhoub------genre: Animation, Adventure, Comedy, Family------content: Pixar, cars, animation, comedy, small town	genre	nan
22	353	-2-	4	director: Chris Buck, Jennifer Lee------actor: Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling K. Brown------genre: Animation, Family, Adventure, Comedy, Fantasy------content: Disney, sequel, music, animated, musical	genre	nan
22	98	-2-	4	director: David Fincher------actor: Brad Pitt, Cate Blanchett, Julia Ormond, Faune Chambers, Elias Koteas------genre: Fantasy, Drama, Thriller, Mystery, Romance------content: Brad Pitt, philosophical, original plot, touching, cinematography	genre	nan
22	107	-2-	5	director: Pete Docter------actor: Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo------genre: Animation, Comedy, Family, Adventure------content: Pixar, adventure, touching, computer animation, friendship	storytelling, content	nan
22	296	-2-	3	director: Roger Allers, Rob Minkoff------actor: Matthew Broderick, James Earl Jones, Jeremy Irons, Rowan Atkinson, Niketa Calame------genre: Family, Animation, Drama------content: Disney, animation, coming of age, musical, soundtrack	genre	nan
22	251	-2-	5	director: Adam Elliot------actor: Toni Collette, Philip Seymour Hoffman, Eric Bana, Barry Humphries, Bethany Whitmore------genre: Animation, Comedy, Drama------content: touching, friendship, mental illness, dark comedy, animation	genre	nan
13	39	-2-	5	director: Colin Trevorrow------actor: Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Omar Sy------genre: Action, Adventure, Science Fiction, Thriller------content: dinosaurs, adventure, Chris Pratt, sci-fi, cliche	genre,content	nan
13	239	-2-	4	director: Stephen Sommers------actor: Brendan Fraser, Rachel Weisz, John Hannah, Oded Fehr, Arnold Vosloo------genre: Adventure, Action, Fantasy------content: archaeology, treasure, Brendan Fraser, adventure, mummy	content	nan
13	754	-2-	3	director: Tim Burton------actor: Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett------genre: Drama, Fantasy, Adventure, Family------content: Tim Burton, based on a book, fantasy, visually appealing, Eva Green	content	nan
13	758	-2-	4	director: Michael Apted------actor: Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Gary Sweet------genre: Adventure, Family, Fantasy------content: magic, based on a book, narnia, alternate reality, dragons	content	nan
13	759	-2-	3	director: Andrew Adamson------actor: Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell------genre: Adventure, Family, Fantasy------content: fantasy, narnia, based on a book, C.S. Lewis, not true to the book	content	nan
13	760	-2-	5	director: Chris Columbus------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan------genre: Adventure, Fantasy, Family------content: Greek mythology, fantasy, gods, childish, based on a book	content	nan
13	20	-2-	5	director: Brett Ratner------actor: Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen------genre: Adventure, Action, Science Fiction, Thriller------content: superhero, Hugh Jackman, comic book, mutants, Marvel	genre	nan
23	614	-2-	2	director: Tim Burton------actor: Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover------genre: Family, Fantasy, Adventure------content: Johnny Depp, Tim Burton, visually appealing, alternate reality, Helena Bonham Carter	content: plot	nan
23	494	-2-	3	director: Peter Jackson------actor: Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Evangeline Lilly------genre: Adventure, Fantasy, Action------content: adventure, fantasy, dragon, too long, Tolkien	genre	nan
23	754	-2-	3	director: Tim Burton------actor: Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett------genre: Drama, Fantasy, Adventure, Family------content: Tim Burton, based on a book, fantasy, visually appealing, Eva Green	content: visually appealling	nan
23	758	-2-	3	director: Michael Apted------actor: Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Gary Sweet------genre: Adventure, Family, Fantasy------content: magic, based on a book, narnia, alternate reality, dragons	content	nan
23	759	-2-	3	director: Andrew Adamson------actor: Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell------genre: Adventure, Family, Fantasy------content: fantasy, narnia, based on a book, C.S. Lewis, not true to the book	content	nan
23	760	-2-	2	director: Chris Columbus------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan------genre: Adventure, Fantasy, Family------content: Greek mythology, fantasy, gods, childish, based on a book	content: childish	nan
23	761	-2-	2	director: Thor Freudenthal------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Douglas Smith, Leven Rambin------genre: Adventure, Family, Fantasy------content: Greek mythology, fantasy, based on a book, visually appealing, monsters	content: childish	nan
4	96	-2-	4	director: Andrew Adamson------actor: Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton------genre: Adventure, Family, Fantasy------content: fantasy, fantasy world, Christianity, adventure, magic	content	nan
4	353	-2-	3	director: Chris Buck, Jennifer Lee------actor: Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling K. Brown------genre: Animation, Family, Adventure, Comedy, Fantasy------content: Disney, sequel, music, animated, musical	genre	nan
4	529	-2-	3	director: Gil Kenan------actor: Ryan Whitney Newman, Steve Buscemi, Mitchel Musso, Sam Lerner, Spencer Locke------genre: Animation, Comedy, Family, Fantasy------content: haunted house, halloween, animation, house, friends	genre	nan
4	743	-2-	2	director: Chris Sanders, Dean DeBlois------actor: Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald------genre: Animation, Family------content: Disney, aliens, family, Hawaii, animation	content	nan
4	296	-2-	5	director: Roger Allers, Rob Minkoff------actor: Matthew Broderick, James Earl Jones, Jeremy Irons, Rowan Atkinson, Niketa Calame------genre: Family, Animation, Drama------content: Disney, animation, coming of age, musical, soundtrack	content	nan
4	758	-2-	3	director: Michael Apted------actor: Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Gary Sweet------genre: Adventure, Family, Fantasy------content: magic, based on a book, narnia, alternate reality, dragons	Content	nan
4	251	-2-	3	director: Adam Elliot------actor: Toni Collette, Philip Seymour Hoffman, Eric Bana, Barry Humphries, Bethany Whitmore------genre: Animation, Comedy, Drama------content: touching, friendship, mental illness, dark comedy, animation	genre	nan
14	239	-2-	2	director: Stephen Sommers------actor: Brendan Fraser, Rachel Weisz, John Hannah, Oded Fehr, Arnold Vosloo------genre: Adventure, Action, Fantasy------content: archaeology, treasure, Brendan Fraser, adventure, mummy	content	archaeology, treasure
14	754	-2-	1	director: Tim Burton------actor: Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett------genre: Drama, Fantasy, Adventure, Family------content: Tim Burton, based on a book, fantasy, visually appealing, Eva Green	content	story,teens
14	371	-2-	4	director: Bryan Singer------actor: Stephen Baldwin, Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Kevin Pollak------genre: Drama, Crime, Thriller------content: twist ending, Kevin Spacey, suspense, complicated, mindfuck	content	twist ending, suspense, complicated
14	759	-2-	1	director: Andrew Adamson------actor: Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell------genre: Adventure, Family, Fantasy------content: fantasy, narnia, based on a book, C.S. Lewis, not true to the book	content	plot
14	248	-2-	3	director: Martin Brest------actor: Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman------genre: Drama------content: Al Pacino, great acting, Oscar (Best Actor), blindness, atmospheric	content	nan
14	761	-2-	1	director: Thor Freudenthal------actor: Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Douglas Smith, Leven Rambin------genre: Adventure, Family, Fantasy------content: Greek mythology, fantasy, based on a book, visually appealing, monsters	content	story
14	254	-2-	1	director: Sam Mendes------actor: Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari------genre: Drama------content: dark comedy, thought-provoking, social commentary, Kevin Spacey, surrealism	content	storyline
5	356	-2-	5	director: Bill Condon------actor: Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Peter Facinelli------genre: Adventure, Fantasy, Romance------content: nothing happens, vampires, unintentionally funny, based on a book, bad acting	actor	nan
5	357	-2-	5	director: Chris Weitz------actor: Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli------genre: Adventure, Fantasy, Drama, Romance------content: bad acting, vampires, Kristen Stewart, werewolves, formulaic	actor	nan
5	743	-2-	3	director: Chris Sanders, Dean DeBlois------actor: Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald------genre: Animation, Family------content: Disney, aliens, family, Hawaii, animation	genre	nan
5	110	-2-	5	director: Pete Docter------actor: Amy Poehler, Phyllis Smith, Bill Hader, Kaitlyn Dias, Richard Kind------genre: Drama, Comedy, Animation, Family------content: Pixar, psychology, creative, imaginative, coming of age	genre	nan
5	680	-2-	4	director: Don Bluth------actor: Helen Shaver, Pat Hingle, Frank Welker, Gabriel Damon, Candace Hutson------genre: Animation, Adventure, Family------content: dinosaurs, friendship, classic, animation, nostalgic	genre	nan
5	248	-2-	4	director: Martin Brest------actor: Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman------genre: Drama------content: Al Pacino, great acting, Oscar (Best Actor), blindness, atmospheric	content	nan
5	251	-2-	4	director: Adam Elliot------actor: Toni Collette, Philip Seymour Hoffman, Eric Bana, Barry Humphries, Bethany Whitmore------genre: Animation, Comedy, Drama------content: touching, friendship, mental illness, dark comedy, animation	genre	nan
6	600	-2-	3	director: Brad Anderson------actor: Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside------genre: Thriller, Drama------content: twist ending, psychology, Christian Bale, schizophrenia, powerful ending	actor	nan
6	98	-2-	4	director: David Fincher------actor: Brad Pitt, Cate Blanchett, Julia Ormond, Faune Chambers, Elias Koteas------genre: Fantasy, Drama, Thriller, Mystery, Romance------content: Brad Pitt, philosophical, original plot, touching, cinematography	director	nan
6	486	-2-	4	director: Lynne Ramsay------actor: Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell, Rock Duer------genre: Drama, Thriller------content: psychological, disturbing, insanity, nihilism, Tilda Swinton	genre	nan
6	371	-2-	5	director: Bryan Singer------actor: Stephen Baldwin, Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Kevin Pollak------genre: Drama, Crime, Thriller------content: twist ending, Kevin Spacey, suspense, complicated, mindfuck	genre	nan
6	249	-2-	3	director: Guillermo del Toro------actor: Sally Hawkins, Doug Jones, Michael Shannon, Richard Jenkins, Octavia Spencer------genre: Drama, Fantasy, Romance------content: Guillermo del Toro, atmospheric, absurd, love story, cold war	content	nan
6	508	-2-	4	director: Damien Chazelle------actor: Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell------genre: Drama, Music------content: music, tense, good acting, jazz, psychological	content	nan
6	125	-2-	4	director: Francis Ford Coppola------actor: Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale------genre: Drama, Crime------content: mafia, Al Pacino, organized crime, Robert De Niro, great acting	content	nan
15	620	-2-	3	director: Burr Steers------actor: Zac Efron, Leslie Mann, Matthew Perry, Michelle Trachtenberg, Allison Miller------genre: Comedy------content: Zac Efron, high school, Matthew Perry, being a kid again, geeks	genre,content	teen comedy, growing up, adulthood
15	497	-2-	4	director: Joe Johnston------actor: Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving------genre: Action, Adventure, Science Fiction------content: superhero, Marvel, comic book, cheesy, World War II	genre,content,actor	superhero movie, action filled, good fantasy matching with real life events, good chemistry
